 INFO [2020-08-08 08:57:03,650] ({main} ZeppelinConfiguration.java[create]:165) - Load configuration from file:/home/bigdata/data/zeppelin/conf/zeppelin-site.xml
 INFO [2020-08-08 08:57:06,505] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting hazelcastjet from interpreter.json
 INFO [2020-08-08 08:57:06,505] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting alluxio from interpreter.json
 INFO [2020-08-08 08:57:06,505] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting bigquery from interpreter.json
 INFO [2020-08-08 08:57:06,506] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting mongodb from interpreter.json
 INFO [2020-08-08 08:57:06,506] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting hbase from interpreter.json
 INFO [2020-08-08 08:57:06,506] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting python from interpreter.json
 INFO [2020-08-08 08:57:06,506] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting sap from interpreter.json
 INFO [2020-08-08 08:57:06,507] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting kotlin from interpreter.json
 INFO [2020-08-08 08:57:06,507] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting scalding from interpreter.json
 INFO [2020-08-08 08:57:06,508] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting flink from interpreter.json
 INFO [2020-08-08 08:57:06,508] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting angular from interpreter.json
 INFO [2020-08-08 08:57:06,509] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting ksql from interpreter.json
 INFO [2020-08-08 08:57:06,509] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting r from interpreter.json
 INFO [2020-08-08 08:57:06,510] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting livy from interpreter.json
 INFO [2020-08-08 08:57:06,510] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting neo4j from interpreter.json
 INFO [2020-08-08 08:57:06,511] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting groovy from interpreter.json
 INFO [2020-08-08 08:57:06,511] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting cassandra from interpreter.json
 INFO [2020-08-08 08:57:06,512] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting sparql from interpreter.json
 INFO [2020-08-08 08:57:06,512] ({main} InterpreterSettingManager.java[loadFromFile]:295) - Create Interpreter Setting kylin from interpreter.json
 INFO [2020-08-08 08:57:06,562] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter ignite status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,563] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter beam status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,563] ({Thread-4} InterpreterSetting.java[setStatus]:755) - Set interpreter ignite status to READY
 INFO [2020-08-08 08:57:06,564] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter geode status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,565] ({Thread-5} InterpreterSetting.java[setStatus]:755) - Set interpreter beam status to READY
 INFO [2020-08-08 08:57:06,566] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter jdbc status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,567] ({Thread-6} InterpreterSetting.java[setStatus]:755) - Set interpreter geode status to READY
 INFO [2020-08-08 08:57:06,569] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter influxdb status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,570] ({Thread-7} InterpreterSetting.java[setStatus]:755) - Set interpreter jdbc status to READY
 INFO [2020-08-08 08:57:06,571] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter lens status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,573] ({Thread-8} InterpreterSetting.java[setStatus]:755) - Set interpreter influxdb status to READY
 INFO [2020-08-08 08:57:06,574] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter pig status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,575] ({Thread-9} InterpreterSetting.java[setStatus]:755) - Set interpreter lens status to READY
 INFO [2020-08-08 08:57:06,576] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter file status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,577] ({Thread-10} InterpreterSetting.java[setStatus]:755) - Set interpreter pig status to READY
 INFO [2020-08-08 08:57:06,578] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter java status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,580] ({Thread-11} InterpreterSetting.java[setStatus]:755) - Set interpreter file status to READY
 INFO [2020-08-08 08:57:06,581] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter jupyter status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,583] ({Thread-12} InterpreterSetting.java[setStatus]:755) - Set interpreter java status to READY
 INFO [2020-08-08 08:57:06,583] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter submarine status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,584] ({Thread-13} InterpreterSetting.java[setStatus]:755) - Set interpreter jupyter status to READY
 INFO [2020-08-08 08:57:06,584] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter elasticsearch status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,586] ({Thread-14} InterpreterSetting.java[setStatus]:755) - Set interpreter submarine status to READY
 INFO [2020-08-08 08:57:06,586] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter sh status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,588] ({Thread-15} InterpreterSetting.java[setStatus]:755) - Set interpreter elasticsearch status to READY
 INFO [2020-08-08 08:57:06,589] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter spark status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,590] ({Thread-16} InterpreterSetting.java[setStatus]:755) - Set interpreter sh status to READY
 INFO [2020-08-08 08:57:06,591] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter md status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,593] ({Thread-17} InterpreterSetting.java[setStatus]:755) - Set interpreter spark status to READY
 INFO [2020-08-08 08:57:06,594] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter hazelcastjet status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,595] ({Thread-18} InterpreterSetting.java[setStatus]:755) - Set interpreter md status to READY
 INFO [2020-08-08 08:57:06,595] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter alluxio status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,597] ({Thread-19} InterpreterSetting.java[setStatus]:755) - Set interpreter hazelcastjet status to READY
 INFO [2020-08-08 08:57:06,597] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter bigquery status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,601] ({Thread-20} InterpreterSetting.java[setStatus]:755) - Set interpreter alluxio status to READY
 INFO [2020-08-08 08:57:06,601] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter mongodb status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,602] ({Thread-21} InterpreterSetting.java[setStatus]:755) - Set interpreter bigquery status to READY
 INFO [2020-08-08 08:57:06,603] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter hbase status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,604] ({Thread-22} InterpreterSetting.java[setStatus]:755) - Set interpreter mongodb status to READY
 INFO [2020-08-08 08:57:06,604] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter python status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,605] ({Thread-23} InterpreterSetting.java[setStatus]:755) - Set interpreter hbase status to READY
 INFO [2020-08-08 08:57:06,605] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter sap status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,606] ({Thread-24} InterpreterSetting.java[setStatus]:755) - Set interpreter python status to READY
 INFO [2020-08-08 08:57:06,607] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter kotlin status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,608] ({Thread-25} InterpreterSetting.java[setStatus]:755) - Set interpreter sap status to READY
 INFO [2020-08-08 08:57:06,608] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter scalding status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,608] ({Thread-26} InterpreterSetting.java[setStatus]:755) - Set interpreter kotlin status to READY
 INFO [2020-08-08 08:57:06,609] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter flink status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,610] ({Thread-27} InterpreterSetting.java[setStatus]:755) - Set interpreter scalding status to READY
 INFO [2020-08-08 08:57:06,611] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter angular status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,612] ({Thread-28} InterpreterSetting.java[setStatus]:755) - Set interpreter flink status to READY
 INFO [2020-08-08 08:57:06,614] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter ksql status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,615] ({Thread-29} InterpreterSetting.java[setStatus]:755) - Set interpreter angular status to READY
 INFO [2020-08-08 08:57:06,615] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter r status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,616] ({Thread-30} InterpreterSetting.java[setStatus]:755) - Set interpreter ksql status to READY
 INFO [2020-08-08 08:57:06,616] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter livy status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,616] ({Thread-31} InterpreterSetting.java[setStatus]:755) - Set interpreter r status to READY
 INFO [2020-08-08 08:57:06,617] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter neo4j status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,617] ({Thread-32} InterpreterSetting.java[setStatus]:755) - Set interpreter livy status to READY
 INFO [2020-08-08 08:57:06,620] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter groovy status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,621] ({Thread-33} InterpreterSetting.java[setStatus]:755) - Set interpreter neo4j status to READY
 INFO [2020-08-08 08:57:06,621] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter cassandra status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,622] ({Thread-34} InterpreterSetting.java[setStatus]:755) - Set interpreter groovy status to READY
 INFO [2020-08-08 08:57:06,622] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter sparql status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,624] ({Thread-35} InterpreterSetting.java[setStatus]:755) - Set interpreter cassandra status to READY
 INFO [2020-08-08 08:57:06,624] ({main} InterpreterSetting.java[setStatus]:755) - Set interpreter kylin status to DOWNLOADING_DEPENDENCIES
 INFO [2020-08-08 08:57:06,625] ({Thread-36} InterpreterSetting.java[setStatus]:755) - Set interpreter sparql status to READY
 INFO [2020-08-08 08:57:06,626] ({main} LocalConfigStorage.java[save]:53) - Save Interpreter Setting to /home/bigdata/data/zeppelin/conf/interpreter.json
 INFO [2020-08-08 08:57:06,631] ({Thread-37} InterpreterSetting.java[setStatus]:755) - Set interpreter kylin status to READY
 INFO [2020-08-08 08:57:06,703] ({main} ZeppelinServer.java[lambda$main$2]:241) - JMX Enabled with port: 10994
 INFO [2020-08-08 08:57:06,703] ({main} ZeppelinServer.java[main]:247) - Starting zeppelin server
 INFO [2020-08-08 08:57:06,709] ({main} Server.java[doStart]:359) - jetty-9.4.27.v20200227; built: 2020-02-27T18:37:21.340Z; git: a304fd9f351f337e7c0e2a7c28878dd536149c6c; jvm 1.8.0_261-b12
 INFO [2020-08-08 08:57:06,860] ({main} StandardDescriptorProcessor.java[visitServlet]:276) - NO JSP Support for /, did not find org.eclipse.jetty.jsp.JettyJspServlet
 INFO [2020-08-08 08:57:06,882] ({main} DefaultSessionIdManager.java[doStart]:334) - DefaultSessionIdManager workerName=node0
 INFO [2020-08-08 08:57:06,882] ({main} DefaultSessionIdManager.java[doStart]:339) - No SessionScavenger set, using defaults
 INFO [2020-08-08 08:57:06,885] ({main} HouseKeeper.java[startScavenging]:140) - node0 Scavenging every 660000ms
 INFO [2020-08-08 08:57:08,330] ({main} ContextHandler.java[doStart]:828) - Started o.e.j.w.WebAppContext@302f7971{zeppelin-web,/,jar:file:///home/bigdata/app/zeppelin-0.9.0-preview2-bin-all/zeppelin-web-0.9.0-preview2.war!/,AVAILABLE}{/home/bigdata/app/zeppelin-release/zeppelin-web-0.9.0-preview2.war}
 INFO [2020-08-08 08:57:08,356] ({main} StandardDescriptorProcessor.java[visitServlet]:276) - NO JSP Support for /next, did not find org.eclipse.jetty.jsp.JettyJspServlet
 INFO [2020-08-08 08:57:08,772] ({main} ContextHandler.java[doStart]:828) - Started o.e.j.w.WebAppContext@71e693fa{zeppelin-web-angular,/next,jar:file:///home/bigdata/app/zeppelin-0.9.0-preview2-bin-all/zeppelin-web-angular-0.9.0-preview2.war!/,AVAILABLE}{/home/bigdata/app/zeppelin-release/zeppelin-web-angular-0.9.0-preview2.war}
 INFO [2020-08-08 08:57:08,912] ({main} ConnectorServer.java[doStart]:160) - JMX URL: service:jmx:rmi://0.0.0.0:10994/jndi/rmi://0.0.0.0:10994/jmxrmi
 INFO [2020-08-08 08:57:08,952] ({main} AbstractConnector.java[doStart]:331) - Started ServerConnector@6a6cb05c{HTTP/1.1, (http/1.1)}{0.0.0.0:48080}
 INFO [2020-08-08 08:57:08,952] ({main} Server.java[doStart]:399) - Started @6069ms
 INFO [2020-08-08 08:57:13,954] ({main} ZeppelinServer.java[main]:261) - Done, zeppelin server started
 
 WARN [2020-08-08 08:57:13,974] ({main} VFSNotebookRepo.java[listFolder]:108) - Skip hidden folder: /home/bigdata/data/zeppelin/noteDir/.git
 INFO [2020-08-08 08:57:13,978] ({main} LocalConfigStorage.java[loadNotebookAuthorization]:80) - Load notebook authorization from file: /home/bigdata/data/zeppelin/conf/notebook-authorization.json
 INFO [2020-08-08 08:57:14,042] ({main} LuceneSearch.java[<init>]:95) - Use /tmp/zeppelin-index for storing lucene search index
 INFO [2020-08-08 09:00:43,709] ({qtp1738674023-50} NotebookServer.java[onOpen]:242) - New connection from 192.168.51.1:53020
 INFO [2020-08-08 09:08:40,279] ({Thread-47} ZeppelinServer.java[lambda$shutdown$3]:294) - Shutting down Zeppelin Server ... 
 INFO [2020-08-08 09:08:40,296] ({qtp1738674023-52} NotebookServer.java[onClose]:469) - Closed connection to 192.168.51.1:53020 (1006) Disconnected
 INFO [2020-08-08 09:08:40,297] ({Thread-47} AbstractConnector.java[doStop]:381) - Stopped ServerConnector@6a6cb05c{HTTP/1.1, (http/1.1)}{0.0.0.0:48080}
 INFO [2020-08-08 09:08:40,298] ({Thread-47} HouseKeeper.java[stopScavenging]:158) - node0 Stopped scavenging
